Authors,Title,Journal/Book,Year,PMID/ISBN,Cell Identifier,Name of file containing figure,Figure/Table,Quote reference id,Representative?,,,
"Ganter P, Somogyi P",Properties of Horizontal Axo-axonic Cells in Stratum Oriens of the Hippocampal CA1 Area of Rats In Vitro,Hippocampus,2004,15098728,4038,Ganter-Somogyi-2004-232-Hippocampus-Fig1C.pdf,figure,612129,,,,
"Geiger  JR,  Liibke  J,  Roth  A,  Frotscher  M,  Jonas  P ", Submillisecond  AMPA  receptormediated signaling at a principal neuron-intcrneuron synapse.,Neuron ,1997,9208867,1000,Geiger-Jonas-1997-1009-Neuron-Fig3A.pdf,figure,612132,,,,
"Geiger  JR,  Liibke  J,  Roth  A,  Frotscher  M,  Jonas  P ", Submillisecond  AMPA  receptormediated signaling at a principal neuron-intcrneuron synapse.,Neuron ,1997,9208867,1000,Geiger-Jonas-1997-1009-Neuron-Fig4A.pdf,figure,612133,,,,
"Germroth P, Schwerdtfeger WK, Buhl EH",GABAergic neurons in the entorhinal cortex project to the hippocampus,Brain Research,1989,2765919,6049,Germroth-Buhl-1989-187-BrainRes-Fig1D-E.pdf,figure,,,,,
"Germroth P, Schwerdtfeger WK, Buhl EH",Morphology of identified entorhinal neurons projecting to the hippocampus A light microscopical study combining retrograde tracing and intracellular injection,Neuroscience,1989,2771045,6092,Germroth-Buhl-1989-683-Neurosci-Fig1A.pdf,figure,,,,,
"Germroth P, Schwerdtfeger WK, Buhl EH",Morphology of identified entorhinal neurons projecting to the hippocampus A light microscopical study combining retrograde tracing and intracellular injection,Neuroscience,1989,2771045,6018,Germroth-Buhl-1989-683-Neurosci-Fig1C.pdf,figure,,,,,
"Germroth P, Schwerdtfeger WK, Buhl EH",Morphology of identified entorhinal neurons projecting to the hippocampus A light microscopical study combining retrograde tracing and intracellular injection,Neuroscience,1989,2771045,6018,Germroth-Buhl-1989-683-Neurosci-Fig3E.pdf,figure,,,,,
"Germroth P, Schwerdtfeger WK, Buhl EH",Morphology of identified entorhinal neurons projecting to the hippocampus A light microscopical study combining retrograde tracing and intracellular injection,Neuroscience,1989,2771045,6018,Germroth-Buhl-1989-683-Neurosci-Fig3G.pdf,figure,,,,,
"Germroth P, Schwerdtfeger WK, Buhl EH",Morphology of identified entorhinal neurons projecting to the hippocampus A light microscopical study combining retrograde tracing and intracellular injection,Neuroscience,1989,2771045,6049,Germroth-Buhl-1989-683-Neurosci-Fig4D.pdf,figure,,,,,
"Germroth P, W. K. Schwerdtfeger, and E. H. Buhl, ",Ultrastructure and aspects of functional organization of pyramidal and nonpyramidal entorhinal projection neurons contributing  to  the  perforant  path.,The Journal of Comparative Neurology,1991,2026788,"6005, 6049, 6017",Germroth-Buhl-1991-215-JCompNeurol-Fig.1,figure,,,,,
"Germroth P, W. K. Schwerdtfeger, and E. H. Buhl, ",Ultrastructure and aspects of functional organization of pyramidal and nonpyramidal entorhinal projection neurons contributing  to  the  perforant  path.,The Journal of Comparative Neurology,1991,2026788,6017,Germroth-Buhl-1991-215-JCompNeurol-Fig.12,figure,,,,,
"Gloveli T, Dugladze T, Rotstein HG, Traub RD, Monyer H, Heinemann U, Whittington MA, Kopell NJ.","Orthogonal arrangement of rhythm-generatingmicrocircuits in the hippocampus",Proc Natl Acad Sci U S A.,2005,16141320,2009,Gloveli-Kopell-2005-131-Fig4C.pdf,figure,,,,,
"Gloveli T, Dugladze T, Saha S, Monyer H, Heinemann U, Traub RD, Whittington MA, Buhl EH ",Differential  involvement of oriens/pyramidale interneurones in hippocampal network oscillations in vitro.,Journal of Physiology,2005,15486016,2009,Gloveli-Buhl-2005-131-JPhysiol-Fig2A.pdf,figure,612137,,,,
"Gloveli T, Dugladze T, Schmitz D, Heinemann U",Properties of entorhinal cortex deep layer neurons projecting to the rat dentate gyrus,European Journal of Neuroscience,2001,11168548,6085,Gloveli-Heinemann-2001-413-EurJNeurosc-FIg.2A,figure,612143,,,,
"Gloveli T, Dugladze T, Schmitz D, Heinemann U",Properties of entorhinal cortex deep layer neurons projecting to the rat dentate gyrus,European Journal of Neuroscience,2001,11168548,6002,Gloveli-Heinemann-2001-413-EurJNeurosc-Fig.3B,figure,612144,,,,
"Gloveli T, Dugladze T, Schmitz D, Heinemann U",Properties of entorhinal cortex deep layer neurons projecting to the rat dentate gyrus,European Journal of Neuroscience,2001,11168548,6086,Gloveli-Heinemann-2001-413-EurJNeurosc-Fig4A.pdf,figure,612145,,,,
"Gloveli T, Dugladze T, Schmitz D, Heinemann U",Properties of entorhinal cortex deep layer neurons projecting to the rat dentate gyrus,European Journal of Neuroscience,2001,11168548,6086,Gloveli-Heinemann-2001-413-EurJNeurosc-Fig.4B,figure,612145,,,,
"Gloveli T, Kopell N, Dugladze T",Neuronal Activity Patterns During Hippocampal Network Oscillations In Vitro,Hippocampal Microcircuits,2010,978-1-4419-0995-4,2009,Gloveli-Dugladze-2010-247-HippocampalMicrocircuits-Fig2A.pdf,figure,,,,,
"Gloveli T, Kopell N, Dugladze T",Neuronal Activity Patterns During Hippocampal Network Oscillations In Vitro,Hippocampal Microcircuits,2010,978-1-4419-0995-4,2020,Gloveli-Dugladze-2010-247-HippocampalMicrocircuits-Fig2A.pdf,figure,,,,,
"Gloveli T, Kopell N, Dugladze T",Neuronal Activity Patterns During Hippocampal Network Oscillations In Vitro,Hippocampal Microcircuits,2010,978-1-4419-0995-4,4000,Gloveli-Dugladze-2010-247-HippocampalMicrocircuits-Fig3A.pdf,figure,,,,,
"Gloveli T, Kopell N, Dugladze T",Neuronal Activity Patterns During Hippocampal Network Oscillations In Vitro,Hippocampal Microcircuits,2010,978-1-4419-0995-4,4037,Gloveli-Dugladze-2010-247-HippocampalMicrocircuits-Fig3B.pdf,figure,,,,,
"Gloveli T, Kopell N, Dugladze T",Neuronal Activity Patterns During Hippocampal Network Oscillations In Vitro,Hippocampal Microcircuits,2010,978-1-4419-0995-4,2020,Gloveli-Dugladze-2010-247-HippocampalMicrocircuits-Fig3C.pdf,figure,,,,,
"Gloveli T, Kopell N, Dugladze T",Neuronal Activity Patterns During Hippocampal Network Oscillations In Vitro,Hippocampal Microcircuits,2010,978-1-4419-0995-4,2009,Gloveli-Dugladze-2010-247-HippocampalMicrocircuits-Fig4A.pdf,figure,,,,,
"Gloveli T, Schmitz D, Empson RM, Dugladze T, Heinemann U",Morphological and electrophysiological characterization of layer III cells of the medial entorhinal cortex of the rat,Neuroscience,1997,9070741,6092,Gloveli-Heinemann-1997-629-Neurosci-Fig1.pdf,figure,,,,,
"Gloveli T, Schmitz D, Empson RM, Dugladze T, Heinemann U",Morphological and electrophysiological characterization of layer III cells of the medial entorhinal cortex of the rat,Neuroscience,1997,9070741,6087,Gloveli-Heinemann-1997-629-Neurosci-Fig2.pdf,figure,,,,,
"Gloveli T, Schmitz D, Empson RM, Dugladze T, Heinemann U",Morphological and electrophysiological characterization of layer III cells of the medial entorhinal cortex of the rat,Neuroscience,1997,9070741,6038,Gloveli-Heinemann-1997-629-Neurosci-Fig2.pdf,figure,,,,,
"Gulyös  AI, Toth  K,  Dönos  P,  Freund  TF  ","Subpopulations  of GABAergic  neurons  containing  parvalbumin,  calbindin  D28k,  and cholecystokinin in the rat hippocampus.",J Comp Neurol312:.371-378. ,1991,1721075,4028,Gulyas-Freund-1991-371-JCompNeuro-Fig1B.pdf,figure,611174,,,,
"Gulyös  AI, Toth  K,  Dönos  P,  Freund  TF  ","Subpopulations  of GABAergic  neurons  containing  parvalbumin,  calbindin  D28k,  and cholecystokinin in the rat hippocampus.",J Comp Neurol312:.371-378. ,1991,1721075,2022,Gulyas-Freund-1991-371-JCompNeuro-Tab1.pdf,table,611175,,,,
"Gulyös  AI, Toth  K,  Dönos  P,  Freund  TF  ","Subpopulations  of GABAergic  neurons  containing  parvalbumin,  calbindin  D28k,  and cholecystokinin in the rat hippocampus.",J Comp Neurol312:.371-378. ,1991,1721075,2022,Gulyas-Freund-1991-371-JCompNeuro-Tab2.pdf,table,611176,,,,
"Gulyös AI, Freund TF",Pyramidal Cell Dendrites Are the Primary Targets of  Calbindin D28k-Immunoreactive Interneurons in the Hippocampus ,Hippocampus,1996,8953305,2023,Gulyas-Freund-1996-525-Hippocampus-Fig1.pdf,figure,,,,,
"Gulyös AI, Freund TF",Pyramidal Cell Dendrites Are the Primary Targets of  Calbindin D28k-Immunoreactive Interneurons in the Hippocampus ,Hippocampus,1996,8953305,2022,Gulyas-Freund-1996-525-Hippocampus-Fig1.pdf,figure,,,,,
"Gulyös AI, Freund TF",Pyramidal Cell Dendrites Are the Primary Targets of  Calbindin D28k-Immunoreactive Interneurons in the Hippocampus ,Hippocampus,1996,8953305,4028,Gulyas-Freund-1996-525-Hippocampus-Fig1.pdf,figure,,,,,
"Gulyös AI, Freund TF",Pyramidal Cell Dendrites Are the Primary Targets of  Calbindin D28k-Immunoreactive Interneurons in the Hippocampus ,Hippocampus,1996,8953305,2023,Gulyas-Freund-1996-525-Hippocampus-Fig2.pdf,figure,,,,,
"Gulyös AI, Freund TF",Pyramidal Cell Dendrites Are the Primary Targets of  Calbindin D28k-Immunoreactive Interneurons in the Hippocampus ,Hippocampus,1996,8953305,4028,Gulyas-Freund-1996-525-Hippocampus-Fig2.pdf,figure,,,,,
"Gulyös AI, Freund TF",Pyramidal Cell Dendrites Are the Primary Targets of  Calbindin D28k-Immunoreactive Interneurons in the Hippocampus ,Hippocampus,1996,8953305,2022,Gulyas-Freund-1996-525-Hippocampus-Fig3.pdf,figure,,,,,
"Gulyös AI, Freund TF",Pyramidal Cell Dendrites Are the Primary Targets of  Calbindin D28k-Immunoreactive Interneurons in the Hippocampus ,Hippocampus,1996,8953305,4033,Gulyas-Freund-1996-525-Hippocampus-Fig3.pdf,figure,,,,,
"Gulyös AI, Höjos N, Freund TF",Interneurons containing calretinin are specialized to control other interneurons in the rat hippocampus,The Journal of Neuroscience,1996,8627375,4056,Gulyas-Freund-1996-3397-JNeurosci-Fig2A.pdf,figure,,,,,
"Gulyös AI, Höjos N, Freund TF",Interneurons containing calretinin are specialized to control other interneurons in the rat hippocampus,The Journal of Neuroscience,1996,8627375,4031,Gulyas-Freund-1996-3397-JNeurosci-Fig2B.pdf,figure,,,,,
"Gulyös AI, Miles R, Hajos N and Freund TF",Precision and variability in postsynaptic target selection of inhibitory cells in the hippocampal CA3 region.,European Journal of Neuroscience,1993,8124523,2028,Gulyas-Freund-1993-1729-EuroJNeuro-Fig2.pdf,figure,,,,,
"Gulyös AI, Miles R, Hajos N and Freund TF",Precision and variability in postsynaptic target selection of inhibitory cells in the hippocampal CA3 region.,European Journal of Neuroscience,1993,8124523,2028,Gulyas-Freund-1993-1729-EuroJNeuro-Fig4.pdf,figure,,,,,
"Gulyös AI, Miles R, Hajos N and Freund TF",Precision and variability in postsynaptic target selection of inhibitory cells in the hippocampal CA3 region.,European Journal of Neuroscience,1993,8124523,2035,Gulyas-Freund-1993-1729-EuroJNeuro-Fig8B.pdf,figure,,,,,
"Gulyös AI, Miles R, Hajos N and Freund TF",Precision and variability in postsynaptic target selection of inhibitory cells in the hippocampal CA3 region.,European Journal of Neuroscience,1993,8124523,2035,Gulyas-Freund-1993-1729-EuroJNeuro-Fig10A.pdf,figure,,,,,
"Gulyös AI, Miles R, Hajos N and Freund TF",Precision and variability in postsynaptic target selection of inhibitory cells in the hippocampal CA3 region.,European Journal of Neuroscience,1993,8124523,2035,Gulyas-Freund-1993-1729-EuroJNeuro-Fig17.pdf,figure,,,,,
"Gulyös AI, Tãth K, McBain CJ, Freund TF",Stratum radiatum giant cells: a type of principal cell in the rat hippocampus,European Journal of Neuroscience,1998,9875359,4054,Gulyas-Freund-1998-3813-EJNeurosci-Fig2.pdf,figure,,,,,
"Höjos N, Acsödy L, Freund TF",Target selectivity and neurochemical characteristics of VIP immunoreactive interneurons in the rat dentate gyrus.,European Journal of Neuroscience,1996,8758949,1033,Hajos-Freund-1996-1415-EurJNeurosci-Fig1D.pdf,figure,,,,,
"Höjos N, Acsödy L, Freund TF",Target selectivity and neurochemical characteristics of VIP immunoreactive interneurons in the rat dentate gyrus.,European Journal of Neuroscience,1996,8758949,2042,Hajos-Freund-1996-1415-EurJNeurosci-Fig3.pdf,figure,,,,,
"Höjos N, Acsödy L, Freund TF",Target selectivity and neurochemical characteristics of VIP immunoreactive interneurons in the rat dentate gyrus.,European Journal of Neuroscience,1996,8758949,1033,Hajos-Freund-1996-1415-EurJNeurosci-Fig4A.pdf,figure,,,,,
"Höjos N, Acsödy L, Freund TF",Target selectivity and neurochemical characteristics of VIP immunoreactive interneurons in the rat dentate gyrus.,European Journal of Neuroscience,1996,8758949,1033,Hajos-Freund-1996-1415-EurJNeurosci-Fig4B.pdf,figure,,,,,
"Höjos N, Acsödy L, Freund TF",Target selectivity and neurochemical characteristics of VIP immunoreactive interneurons in the rat dentate gyrus.,European Journal of Neuroscience,1996,8758949,1008,Hajos-Freund-1996-1415-EurJNeurosci-Fig5.pdf,figure,,,,,
"Hajos N, Mody I",Synaptic communication among hippocampal interneurons: properties of spontaneous IPSCs in morphologically identified cells,The Journal of Neuroscience,1997,9334415,4069,Hajos-Mody-1997-8427-JNeurosci-Fig1B.pdf,figure,,,,,
"Hajos N, Mody I",Synaptic communication among hippocampal interneurons: properties of spontaneous IPSCs in morphologically identified cells,The Journal of Neuroscience,1997,9334415,4069,Hajos-Mody-1997-8427-JNeurosci-Fig1C.pdf,figure,,,,,
"Höjos N, Pölhalmi J, Mann EO, N_meth B, Paulsen O, Freund TF",Spike timing of distinct types of GABAergic interneuron during hippocampal gamma oscillations in vitro,J Neuroscience,2004,15483131,2023,Hajos-Freund-2004-9127-JNeurosci-Fig5B.pdf,figure,,,,,
"Höjos N, Pölhalmi J, Mann EO, N_meth B, Paulsen O, Freund TF",Spike timing of distinct types of GABAergic interneuron during hippocampal gamma oscillations in vitro,J Neuroscience,2004,15483131,2008,Hajos-Freund-2004-9127-JNeurosci-Fig5C.pdf,figure,,,,,
"Höjos N, Pölhalmi J, Mann EO, N_meth B, Paulsen O, Freund TF",Spike timing of distinct types of GABAergic interneuron during hippocampal gamma oscillations in vitro,J Neuroscience,2004,15483131,2021,Hajos-Freund-2004-9127-JNeurosci-Fig6A.pdf,figure,,,,,
"Höjos N, Pölhalmi J, Mann EO, N_meth B, Paulsen O, Freund TF",Spike timing of distinct types of GABAergic interneuron during hippocampal gamma oscillations in vitro,J Neuroscience,2004,15483131,2021,Hajos-Freund-2004-9127-JNeurosci-Fig6B.pdf,figure,,,,,
"Höjos N, Pölhalmi J, Mann EO, N_meth B, Paulsen O, Freund TF",Spike timing of distinct types of GABAergic interneuron during hippocampal gamma oscillations in vitro,J Neuroscience,2004,15483131,2021,Hajos-Freund-2004-9127-JNeurosci-Fig6C.pdf,figure,,,,,
"Halasy K, Somogyi P",Subdivisions in the multiple GABAergic innervation of granule cells in the dentate gyrus of the rat hippocampus,The European journal of neuroscience,1993,8261118,1010,Halasy-Somogyi-1993-411-EuroJNeuro-Fig10A.pdf,figure,,,,,
"Hamam BN, Amaral DG, Alonso AA",Morphological and electrophysiological characteristics of layer V neurons of the rat lateral entorhinal cortex,The Journal of Comparative Neurology,2002,12209840,6021,Hamam-Alonso-2002-45-JCompNeuro-Fig1A.pdf,figure,,,,,
"Hamam BN, Amaral DG, Alonso AA",Morphological and electrophysiological characteristics of layer V neurons of the rat lateral entorhinal cortex,The Journal of Comparative Neurology,2002,12209840,6085,Hamam-Alonso-2002-45-JCompNeuro-Fig6.pdf,figure,,,,,
"Hamam BN, Kennedy TE, Alonso A, Amaral DG",Morphological and electrophysiological characteristics of layer V neurons of the rat medial entorhinal cortex.,J Comp Neurol,2000,10713573,6021,Hamam-Amaral-2000-457-JournofCompNeurology-Fig. 1A,figure,,,,,
"Hamam BN, Kennedy TE, Alonso A, Amaral DG",Morphological and electrophysiological characteristics of layer V neurons of the rat medial entorhinal cortex.,J Comp Neurol,2000,10713573,6085, Hamam-Amaral-2000-457-JournofCompNeurology-Fig. 1B ,figure,,,,,
"Hamam BN, Kennedy TE, Alonso A, Amaral DG",Morphological and electrophysiological characteristics of layer V neurons of the rat medial entorhinal cortex.,J Comp Neurol,2000,10713573,6052,Hamam-Amaral-2000-457-JournofCompNeurology-Fig. 1C,figure,,,,,
"Hamam BN, Kennedy TE, Alonso A, Amaral DG",Morphological and electrophysiological characteristics of layer V neurons of the rat medial entorhinal cortex.,J Comp Neurol,2000,10713573,6085,Hamam-Amaral-2000-457-JournofCompNeurology-Fig6A.pdf,figure,,,,,
"Hamam BN, Kennedy TE, Alonso A, Amaral DG",Morphological and electrophysiological characteristics of layer V neurons of the rat medial entorhinal cortex.,J Comp Neurol,2000,10713573,6085,Hamam-Amaral-2000-457-JournofCompNeurology-Fig7A.pdf,figure,,,,,
"Hamam BN, Kennedy TE, Alonso A, Amaral DG",Morphological and electrophysiological characteristics of layer V neurons of the rat medial entorhinal cortex.,J Comp Neurol,2000,10713573,6085,Hamam-Amaral-2000-457-JournofCompNeurology-Fig7B.pdf,figure,,,,,
"Hamam BN, Kennedy TE, Alonso A, Amaral DG",Morphological and electrophysiological characteristics of layer V neurons of the rat medial entorhinal cortex.,J Comp Neurol,2000,10713573,6052,Hamam-Amaral-2000-457-JournofCompNeurology-Fig9A.pdf,figure,,,,,
"Hamam BN, Kennedy TE, Alonso A, Amaral DG",Morphological and electrophysiological characteristics of layer V neurons of the rat medial entorhinal cortex.,J Comp Neurol,2000,10713573,6052,Hamam-Amaral-2000-457-JournofCompNeurology-Fig10.pdf,figure,,,,,
"Han ZS, Buhl EH, L_rinczi Z, Somogyi P",A high degree of spatial selectivity in the axonal and dendritic domains of physiologically identified local-circuit neurons in the dentate gyrus of the rat hippocampus,The European journal of neuroscience,1993,8261117,1013,Han-Somogyi-1993-395-EuroJNeuro-Fig4.pdf,figure,,,,,
"Han ZS, Buhl EH, L_rinczi Z, Somogyi P",A high degree of spatial selectivity in the axonal and dendritic domains of physiologically identified local-circuit neurons in the dentate gyrus of the rat hippocampus,The European journal of neuroscience,1993,8261117,1008,Han-Somogyi-1993-395-EuroJNeuro-Fig5.pdf,figure,,,,,
"Han ZS, Buhl EH, L_rinczi Z, Somogyi P",A high degree of spatial selectivity in the axonal and dendritic domains of physiologically identified local-circuit neurons in the dentate gyrus of the rat hippocampus,The European journal of neuroscience,1993,8261117,1033,Han-Somogyi-1993-395-EuroJNeuro-Fig9A-B.pdf,figure,,,,,
"Han ZS, Buhl EH, L_rinczi Z, Somogyi P",A high degree of spatial selectivity in the axonal and dendritic domains of physiologically identified local-circuit neurons in the dentate gyrus of the rat hippocampus,The European journal of neuroscience,1993,8261117,1010,Han-Somogyi-1993-395-EuroJNeuro-Fig9C-D.pdf,figure,,,,,
"Han ZS, Buhl EH, L_rinczi Z, Somogyi P",A high degree of spatial selectivity in the axonal and dendritic domains of physiologically identified local-circuit neurons in the dentate gyrus of the rat hippocampus,The European journal of neuroscience,1993,8261117,1010,Han-Somogyi-1993-395-EuroJNeuro-Fig10A-C.pdf,figure,,,,,
"Han ZS, Buhl EH, L_rinczi Z, Somogyi P",A high degree of spatial selectivity in the axonal and dendritic domains of physiologically identified local-circuit neurons in the dentate gyrus of the rat hippocampus,The European journal of neuroscience,1993,8261117,1010,Han-Somogyi-1993-395-EuroJNeuro-Fig10B.pdf,figure,,,,,
"Harris E, Stewart M", Intrinsic connectivity of the rat subiculum. II. Properties of synchronous spontaneous activity and a demonstration of multiple generator regions.,J Comp. Neurol,2001,11406829,5001,Harris-Stewart-2001-490-JCompNeurol-Fig3A.pdf,figure,,,,,
"Harris E, Stewart M", Intrinsic connectivity of the rat subiculum. II. Properties of synchronous spontaneous activity and a demonstration of multiple generator regions.,J Comp. Neurol,2001,11406829,5001,Harris-Stewart-2001-490-JCompNeurol-Fig7A-B.pdf,figure,,,,,
"Harris E, Stewart M ","Propagation of synchronous epilepti-form events from subiculum backward into area CA1 of ratbrain slices.",Brain Res,2001,11259758,5005,Harris-Stewart-2001-41-BrainRes-Fig2A.pdf,figure,,,,,
"Hosseini-Sharifabad M, Nyengaard JR",Design-based estimation of neuronal number and individual neuronal volume in the rat hippocampus,Journal of Neuroscience Methods,2007,17368561,1000,HosseiniSharifabad-Nyengaard-2007-206-JNeurosciMethods-Tab5.pdf,table,,,,,
Houser CR,"Interneurons of the dentate gyrus: an overview of cell types, terminal fields and neurochemical identity",Progress in Brain Research,2007,17765721,1013,Houser--2007-217-ProgBrainRes-Fig3.pdf,figure,,,,,
Houser CR,"Interneurons of the dentate gyrus: an overview of cell types, terminal fields and neurochemical identity",Progress in Brain Research,2007,17765721,1009,Houser--2007-217-ProgBrainRes-Fig3.pdf,figure,,,,,
Houser CR,"Interneurons of the dentate gyrus: an overview of cell types, terminal fields and neurochemical identity",Progress in Brain Research,2007,17765721,1033,Houser--2007-217-ProgBrainRes-Fig3.pdf,figure,,,,,
"Ishizuka, N, Weber, J, Amaral, DG",Organization of intrahippocampal projections originating from CA3 pyramidal cells in the rat,The Journal of Comparative Neurology,1990,2358523,2000,Ishizuka-Amaral-1990-580-JCompNeurol-Fig1.pdf,figure,,,,,
"Ishizuka, N, Weber, J, Amaral, DG",Organization of intrahippocampal projections originating from CA3 pyramidal cells in the rat,The Journal of Comparative Neurology,1990,2358523,2004,Ishizuka-Amaral-1990-580-JCompNeurol-Fig3-A-B-C-D.pdf,figure,,,,,
"Ishizuka, N, Weber, J, Amaral, DG",Organization of intrahippocampal projections originating from CA3 pyramidal cells in the rat,The Journal of Comparative Neurology,1990,2358523,2000,Ishizuka-Amaral-1990-580-JCompNeurol-Fig3-E-F-G-H.pdf,figure,,,,,
"Ishizuka, N, Weber, J, Amaral, DG",Organization of intrahippocampal projections originating from CA3 pyramidal cells in the rat,The Journal of Comparative Neurology,1990,2358523,2000,Ishizuka-Amaral-1990-580-JCompNeurol-Fig3-I-J-K-L.pdf,figure,,,,,
"Ishizuka, N, Weber, J, Amaral, DG",Organization of intrahippocampal projections originating from CA3 pyramidal cells in the rat,The Journal of Comparative Neurology,1990,2358523,2000,Ishizuka-Amaral-1990-580-JCompNeurol-Fig8-B.pdf,figure,,,,,
"Ishizuka, N, Weber, J, Amaral, DG",Organization of intrahippocampal projections originating from CA3 pyramidal cells in the rat,The Journal of Comparative Neurology,1990,2358523,2004,Ishizuka-Amaral-1990-580-JCompNeurol-Fig9-A.pdf,figure,,,,,
"Jinno, S., Klausberger, T.,  Marton, L.F., Dalezios, Y.,  Roberts,  J.D.B.,Fuentealba,  P.,  Bushong,  E.A.,  Henze,  D.,  Buzsa«_âki,  G.  &  Somogyi,  P.",Neuronal diversity in GABAergic long-range projections from the hippocampus.,Journal of Neuroscience,2007,17699661,4035,Jinno-Somogyi-2007-8790-JNeurosci-Tab1.pdf,table,,,,,
"Jinno, S., Klausberger, T.,  Marton, L.F., Dalezios, Y.,  Roberts,  J.D.B.,Fuentealba,  P.,  Bushong,  E.A.,  Henze,  D.,  Buzsa«_âki,  G.  &  Somogyi,  P.",Neuronal diversity in GABAergic long-range projections from the hippocampus.,Journal of Neuroscience,2007,17699661,4035,Jinno-Somogyi-2007-8790-JNeurosci-Fig1.pdf,figure,,,,,
"Jinno, S., Klausberger, T.,  Marton, L.F., Dalezios, Y.,  Roberts,  J.D.B.,Fuentealba,  P.,  Bushong,  E.A.,  Henze,  D.,  Buzsa«_âki,  G.  &  Somogyi,  P.",Neuronal diversity in GABAergic long-range projections from the hippocampus.,Journal of Neuroscience,2007,17699661,4035,Jinno-Somogyi-2007-8790-JNeurosci-Fig4A.pdf,figure,,,,,
"Jinno, S., Klausberger, T.,  Marton, L.F., Dalezios, Y.,  Roberts,  J.D.B.,Fuentealba,  P.,  Bushong,  E.A.,  Henze,  D.,  Buzsa«_âki,  G.  &  Somogyi,  P.",Neuronal diversity in GABAergic long-range projections from the hippocampus.,Journal of Neuroscience,2007,17699661,4035,Jinno-Somogyi-2007-8790-JNeurosci-Tab2.pdf,table,,,,,
"Jinno, S., Klausberger, T.,  Marton, L.F., Dalezios, Y.,  Roberts,  J.D.B.,Fuentealba,  P.,  Bushong,  E.A.,  Henze,  D.,  Buzsa«_âki,  G.  &  Somogyi,  P.",Neuronal diversity in GABAergic long-range projections from the hippocampus.,Journal of Neuroscience,2007,17699661,4035,Jinno-Somogyi-2007-8790-JNeurosci-Tab3.pdf,table,,,,,
Jones RS,Synaptic and intrinsic properties of neurons of origin of the perforant path in layer II of the rat entorhinal cortex in vitro,Hippocampus,1994,7842056,6003,Jones--1994-335-Hippocampus-Fig5-A-B.pdf,figure,,,,,
"Jones RS, Bhl EH.","Basket-like interneurones inlayer II of the entorhinal cortex exhibit a powerful NMDA-mediated synaptic excitation",Neurosci Lett.,1993,8469376,6053,Jones-Buhl-1993-35-NeurosciLett-Fig1.pdf,figure,,,,,
"Karayannis T, Elfant D, Huerta-Ocampo I, Teki S, Scott RS, Rusakov DA, Jones MV, Capogna M",Slow GABA Transient and Receptor Desensitization Shape Synaptic Responses Evoked by Hippocampal Neurogliaform Cells,Journal of Neuroscience,2010,20660272,4012,Karayannis-Capogna-2010-9898-JNeurosci-Fig1C.pdf,figure,,,,,
"Katona I, Acsödy L, Freund TF",Postsynaptic targets of somatostatin-immunoreactive interneurons in the rat hippocampus,Neuroscience,1999,10051188,4068,Katona-Freund-1999-37-Neurosci-Fig2.pdf,figure,,,,,
"Kawaguchi Y, Hama K",Physiological heterogeneity of nonpyramidal cells in rat hippocampal CA1 region,Exp Brain Res,1988,3234499,4028,Kawaguchi-Hama-1988-494-ExpBrainRes-Fig4.pdf,figure,,,,,
"Kawaguchi Y, Katsumaru H, Kosaka T, Heizmann CW, Hama K",Fast spiking cells in rat hippocampus (CA1 region) contain the calcium-binding protein parvalbumin,Brain Research,1987,3304536,4037,Kawaguchi-Hama-1987-369-BrainRes-Fig2.pdf,figure,,,,,
"Khazipov R, Congar P, Ben-Ari Y",Hippocampal CA1 Lacunosum-Moleculare Inter-neurons: Modulation of Monosynaptic GABAergic IPSCs by Presynaptic GABA(B) Receptors,Journal of Neurophysiology,1995,8592201,4005,Khazipov-BenAri-1995-2126-JNeurophysiol-Fig1B.pdf,figure,,,,,
Klausberger T,GABAergic interneurons targeting dendrites of pyramidal cells in the CA1 area of the hippocampus,European Journal of Neuroscience,2009,19735288,4000,Klausberger--2009-947-EurJNeurosci-Fig1.pdf,figure,80250,,,,
Klausberger T,GABAergic interneurons targeting dendrites of pyramidal cells in the CA1 area of the hippocampus,European Journal of Neuroscience,2009,19735288,4069,Klausberger--2009-947-EurJNeurosci-Fig1.pdf,figure,80250,,,,
Klausberger T,GABAergic interneurons targeting dendrites of pyramidal cells in the CA1 area of the hippocampus,European Journal of Neuroscience,2009,19735288,4026,Klausberger--2009-947-EurJNeurosci-Fig1.pdf,figure,80250,,,,
Klausberger T,GABAergic interneurons targeting dendrites of pyramidal cells in the CA1 area of the hippocampus,European Journal of Neuroscience,2009,19735288,4006,Klausberger--2009-947-EurJNeurosci-Fig1.pdf,figure,80250,,,,
Klausberger T,GABAergic interneurons targeting dendrites of pyramidal cells in the CA1 area of the hippocampus,European Journal of Neuroscience,2009,19735288,4012,Klausberger--2009-947-EurJNeurosci-Fig1.pdf,figure,80250,,,,
Klausberger T,GABAergic interneurons targeting dendrites of pyramidal cells in the CA1 area of the hippocampus,European Journal of Neuroscience,2009,19735288,4035,Klausberger--2009-947-EurJNeurosci-Fig1.pdf,figure,80250,,,,
Klausberger T,GABAergic interneurons targeting dendrites of pyramidal cells in the CA1 area of the hippocampus,European Journal of Neuroscience,2009,19735288,4023,Klausberger--2009-947-EurJNeurosci-Fig1.pdf,figure,80250,,,,
